红楼梦原文,English Translation
士隐 慌忙 起身 谢道 ： “ 恕 巡驾 之 罪 ， 且 请 略 坐 ， 弟 即 来 奉陪 。 ”,"Shi-yin hurriedly rose up and excused himself : ' T seem to have brought you here under false pretences . I do hope you will forgive me . If you do not mind sitting on your own here for a moment , I shall be with you directly . '"
雨村 起身 也 让 道 ： “ 老先生 请便 。,"Yu-cun rose to his feet too . ' Please do not distress yourself on my account , sir ."
晚生 乃 常造 之 客 ， 稍候 何妨 。 ”,"I am a regular visitor here and can easily wait a bit . But by the time he had finished saying this ,"
说 着 士隐 已 出 前厅 去 了 。,Shi-yin was already out of the study and on his way to the guest-room .
这里 雨村 且 翻弄 诗籍 解闷 ， 忽 听 得 窗外 有 女子 嗽 声 ， 雨村 遂 起身 往 外 一看 ， 原来 是 一个 丫鬟 在 那里 掐 花儿 ：,"Left to himself , Yu-cun was flicking through some of Shi-yin 's books of poetry in order to pass the time , when he heard a woman 's cough outside the window . Immediately he jumped up and peered out to see who it was . The cough appeared to have come from a maid who was picking flowers in the garden ."
生 的 仪容 不俗 ， 眉目清秀 ， 虽 无 十分 姿色 ， 却 也 有 动人 之 处 ， 雨村 不觉 看 得 呆 了 。,"She was an unusually good-looking girl with a rather refined face : not a great beauty , by any means , but with something striking about her . Yu-cun gazed at her spellbound ."
那 甄家 丫鬟 掐 了 花儿 ， 方欲 走时 ， 猛 抬头 见 窗内 有人 ：,"Having now finished picking her flowers , this anonymous member of the Zhen household was about to go in again when , on some sudden impulse , she raised her head and caught sight of a man standing in the window ."
敝 巾 旧 服 ， 虽是 贫窘 ， 然 生 得 腰 圆 背 厚 ， 面阔 口方 ， 更 兼 剑眉 星眼 ， 直鼻方腮 。,"His hat was frayed and his clothing threadbare ; yet , though obviously poor , he had a fine , manly physique and handsome , well-proportioned features ."
这 丫鬟 忙 转身 回避 ， 心下 自想 ： “ 这 人生 的 这样 雄壮 ， 却 又 这样 褴褛 ：,"The maid hastened to remove herself from this male presence ; but as she went she thought to herself , ' ' What a fine-looking man ! But so shabby !"
我家 并 无 这样 贫窘 亲友 ， 想 他 定 是 主人 常 说 的 什么 贾雨村 了 ， 一 怪 道 又 说 他 必非 久困之人 ， 每每 有意 帮助 周济 他 ， 只是 没什么 机会 。 ”,The family hasn ' t got any friends or relations as poor as that . It must be that Jia Yu-cun the master is always on about . No wonder he says that he will not stay poor long . I remember hearing him say that he is often wanted to help him but hasn ' t yet found an opportunity . '
如此 一 想 ， 不免 又 回头 一两次 。,And thinking these thoughts she could not forbear to turn back for another peep or two .
雨村 见 他 回头 ， 便 以为 这 女子 心中 有意 于 他 ， 遂 狂喜 不禁 ， 自谓 此 女子 必 是 个 巨眼 英豪 、 风尘 中 之 知己 。,"Yu-cun saw her turn back and , at once assuming that she had taken a fancy to him , was beside himself with delight . What a perceptive young woman she must be , he thought , to have seen the genius underneath the rags ! A real friend in trouble !"
一时 小童 进来 ， 雨村 打听 得 前面 留饭 ， 不可 久 待 ， 遂 从 夹道 中 自便 门 出去 了 。,"After a while the boy came in again and Yu-cun elicited from him that the visitor in the front room was now staying to dinner . It was obviously out of the question to wait much longer , so he slipped down the passage-way at the side of the house and let himself out by the back gate ."
士隐 待客 既 散 ， 知雨村 已 去 ， 便 也 不 去 再 邀 。,"Nor did Shi-yin invite him round again when , having at last seen off his visitor , he learned that Yu-cun had already left ."
一日 到 了 中秋佳节 ， 士隐 家宴 已 毕 ， 又 另具 一席 于 书房 ， 自己 步 月 至 庙 中 来 邀 雨 村 。,"But then the Mid Autumn festival arrived and , after the family convivialities were over , Shi-yin had a little dinner for two laid out in his study and went in person to invite Yu-cun , walking to his temple lodgings in the moonlight ."
原来 雨村 自 那日 见 了 甄家 丫鬟 曾 回顾 他 两次 ， 自谓 是 个 知己 ， 便 时刻 放在心上 ， 今 又 正值 中秋 ， 不免 对 月 有 怀 ， 因而 口 占 五言 一律 云 ：,"Ever since the day the Zhens ' maid had , by looking back twice over her shoulder , convinced him that she was a friend , Yu-cun had had the girl very much on his mind , and now that it was festival time , the full moon of Mid Autumn lent an inspiration to his romantic impulses which finally resulted in the following octet :"
未卜 三生 愿 ，,"Ere on ambition 's path my feet are set ,"
频 添 一段 愁 ；,Sorrow comes often this poor heart to fret .
闷 来时 敛 额 ，,"Yet , as my brow contracted with new care ,"
行 去 几 回头 。,"Was there not one who , parting , turned to stare ?"
自 顾风 前 影 ，,"Dare I , that grasp at shadowes in the wind ,"
谁 堪 月 下传 ？,"Hope , underneath the moon , a friend to find ?"
蟾光 如 有意 ，,"Bright orb , if with my plight you sympathize ,"
先上 玉人 楼 。,Shine first upon the chamber where she lies . '
雨村吟 罢 ， 因 又 思及 平生 抱负 ， 苦未 逢时 ， 乃 又 搔首 对 天 长叹 ， 复高 吟 一 联云 ：,"Having delivered himself of this masterpiece , Yu-cun 's thoughts began to run on his unrealized ambitions and , after much head-scratching and many heavenward glances accompanied by heavy sighs , he produced the following couplet , reciting it in a loud , ringing voice which caught the ear of Shi-yin , who chanced at that moment to be arriving :"
玉 在 椟 中 求善 价 ，,' The jewel in the casket bides till one shall come to buy .
钗 于 奁 内 待 时 飞 。,"The jade pin in the drawer hides , waiting its time to fly . '"
恰值 士隐 走来 听见 ， 笑 道 ： “ 雨村兄 真 抱负不凡 也 ！ ”,"Shi-yin smiled . ' You are a man of no mean ambition , Yu-cun . '"
雨村 忙 笑 道 ： “ 不敢 ， 不过 偶 吟 前人 之句 ， 何期 过誉 如此 。 ”,' Oh no ! Yu-cun smiled back deprecatingly . ' You are too flattering . I was merely reciting at random from the lines of some old poet .
因 问 ： “ 老先生 何兴 至此 ？ ”,"But what brings you here , sir ? '"
士隐 笑 道 ： “ 今夜 中秋 ， 俗谓 ‘ 团圆 之 节 ’ ， 想 尊 兄 旅 寄 僧房 ， 不无 寂寥 之 感 ， 故 特具 小酌 ， 邀 兄 到 敝 斋 一 饮 ， 不知 可 纳芹 意否 ？ ”,"' Tonight is Mid Autumn night , ' said Shi-yin . ' People call it the Festival of Reunion . It occurred to me that you might be feeling rather lonely here in your monkery , so I have arranged for the two of us to take a little wine together in my study . I hope you will not refuse to join me . '"
雨村 听 了 ， 并 不 推辞 ， 便 笑 道 ： “ 既 蒙 谬 爱 ， 何敢 拂 此 盛情 。 ”,"Yu-cun made no polite pretence of declining . ' Your kindness is more than I deserve , ' he said . ' I accept gratetully . '"
说 着 便 同士 隐复 过 这边 书院 中 来 了 。,And he accompanied Shi-yin back to the study next door .
须臾 茶 毕 ， 早已 设 下 杯盘 ， 那 美酒佳肴 ， 自不必说 。,"Soon they had finished their tea . Wine and various choice dishes were brought in and placed on the table , already laid out with cups , plates , and so forth , and the two men took their places and began to drink ."
二人 归 坐 ， 先是 款 酌慢 饮 ， 渐次 谈至兴 浓 ， 不觉 飞觥献斝 起来 。,"At first they were rather slow and ceremonious ; but gradually , as the conversation grew more animated , their potations too became more reckless and uninhibited ."
当时 街坊 上 家家 萧管 ， 户户 笙歌 ， 当头 一轮 明月 ， 飞彩 凝辉 ， 二人 愈 添 豪兴 ， 酒 到 杯 干 。 雨村 此时 已有 七八分 酒意 ， 狂兴 不禁 ， 乃 对 月寓 怀 ， 口 占 一绝云 ：,"The sounds of music and singing which could now be heard from every house in the neighbourhood and the full moon which shone with cold brilliance overhead seemed to increase their elation , so that the cups were emptied almost as soon as they touched their lips , and Yu-cun , who was already a sheet or so in the wind , was seized with an irrepressible excitement to which he presently gave expression in the form of a quatrain , ostensibly on the subject of the moon , but really about the ambition he had hitherto been at some pains to conceal :"
时逢 三五 便 团圆 ，,"In thrice five nights her perfect O is made ,"
满 把 清光 护玉 栏 ；,Whose cold light bathes each marble balustrade .
天上 一轮 才 捧 出 ，,"As her bright wheel starts on its starry ways ,"
人间 万 姓 仰头 看 。,On earth ten thousand heads look IIP and gaze . '
士隐 听 了 大叫 ： “ 妙极 ！,' Bravo ! ' said Shi-yin loudly .
弟 每 谓 兄 必非 久居人下 者 ， 今 所 吟 之 句 ， 飞腾 之 兆 已 见 ， 不日 可接 履于 云霄 之上 了 。,"' I have always insisted that you were a young fellow who would go up in the world , and now , in these verses you have just recited , I see an augury of your ascent . In no time at all we shall see you up among the clouds !"
可贺 ， 可贺 ！ ”,This calls for a drink !
乃 亲 斟 一斗 为 贺 。,"And , saying this , he poured Yu-cun a large cup of wine ."
雨村 饮干 ， 忽 叹 道 ： “ 非 晚生 酒后 狂言 ， 若论 时尚 之 学 ， 晚生 也 或 可去 充数 挂名 ， 只是 如今 行李 路费 ， 一概 无措 ， 神京 路远 ， 非 赖 卖字 撰文 即 能 到 得 — — ”,"Yu-cun drained the cup , then , surprisingly , sighed : ' Do not imagine the drink is making me boastful , but I really do believe that if it were just a question of having the sort of qualifications now in demand , I should stand as good a chance as any of getting myself on to the list of candidates . The trouble is that I simply have no means of laying my hands on the money that would be needed for lodgings and travel expenses . The journey to the capital is a long one , and the sort of money I can earn from my copying is not enough -"
士隐 不待 说完 ， 便 道 ： “ 兄 何不 早 言 ， 弟 已久 有 此 意 ， 但 每 遇 兄 时 ， 并未 谈及 ， 故 未敢 唐突 。,"' Why ever did not you say this before ? ' said Shi-yin interrupting him . ' I have long wanted to do something about this , but on all the occasions I have met you previously , the conversation has never got round to this subject , and I haven ' t liked to broach it for fear of offending you ."
